2024-11-10 10:37:45,587 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-11-10 10:37:45,613 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-11-10 10:37:45,615 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-11-10 10:37:45,615 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-11-10 10:37:45,624 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-11-10 10:37:45,624 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-11-10 10:37:45,624 INFO  SwAddin.cs: 201 - Setting up command manager
2024-11-10 10:37:45,625 INFO  SwAddin.cs: 204 - Adding command manager
2024-11-10 10:37:45,629 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-11-10 10:37:45,631 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-11-10 10:37:45,632 INFO  SwAddin.cs: 210 - Adding event handlers
2024-11-10 10:37:45,744 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-11-10 12:00:54,529 INFO  SwAddin.cs: 294 - Assembly export called for file arm_v2.SLDASM
2024-11-10 12:00:54,531 INFO  SwAddin.cs: 299 - Save is required
2024-11-10 12:00:54,532 INFO  SwAddin.cs: 313 - Saving assembly
2024-11-10 12:00:55,942 INFO  SwAddin.cs: 316 - Opening property manager
2024-11-10 12:00:55,965 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from arm_v2.SLDASM
2024-11-10 12:00:55,989 INFO  ExportHelperExtension.cs: 1136 - Found 105 in arm_v2.SLDASM
2024-11-10 12:00:55,990 INFO  ExportHelperExtension.cs: 1145 - Found 7 features of type [CoordSys] in arm_v2.SLDASM
2024-11-10 12:00:55,990 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-11-10 12:00:55,992 INFO  ExportHelperExtension.cs: 1160 - 16 components to check
2024-11-10 12:00:55,993 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_v2-1
2024-11-10 12:00:55,993 INFO  ExportHelperExtension.cs: 1136 - Found 35 in base_v2-1
2024-11-10 12:00:55,993 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_v2-1
2024-11-10 12:00:55,994 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from joint1_modified_copy-2
2024-11-10 12:00:55,996 INFO  ExportHelperExtension.cs: 1136 - Found 56 in joint1_modified_copy-2
2024-11-10 12:00:56,024 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in joint1_modified_copy-2
2024-11-10 12:00:56,024 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 六角连接件-1
2024-11-10 12:00:56,025 INFO  ExportHelperExtension.cs: 1136 - Found 34 in 六角连接件-1
2024-11-10 12:00:56,025 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 六角连接件-1
2024-11-10 12:00:56,025 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GO_assembly-1
2024-11-10 12:00:56,026 INFO  ExportHelperExtension.cs: 1136 - Found 65 in GO_assembly-1
2024-11-10 12:00:56,026 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in GO_assembly-1
2024-11-10 12:00:56,026 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GO_assembly-2
2024-11-10 12:00:56,026 INFO  ExportHelperExtension.cs: 1136 - Found 65 in GO_assembly-2
2024-11-10 12:00:56,027 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in GO_assembly-2
2024-11-10 12:00:56,027 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from joint2_v2-1
2024-11-10 12:00:56,027 INFO  ExportHelperExtension.cs: 1136 - Found 37 in joint2_v2-1
2024-11-10 12:00:56,028 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in joint2_v2-1
2024-11-10 12:00:56,028 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 六角连接件_长-1
2024-11-10 12:00:56,029 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 六角连接件_长-1
2024-11-10 12:00:56,029 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 六角连接件_长-1
2024-11-10 12:00:56,030 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from CyberGearmotor-1
2024-11-10 12:00:56,030 INFO  ExportHelperExtension.cs: 1136 - Found 27 in CyberGearmotor-1
2024-11-10 12:00:56,030 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in CyberGearmotor-1
2024-11-10 12:00:56,030 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GO_assembly-3
2024-11-10 12:00:56,031 INFO  ExportHelperExtension.cs: 1136 - Found 65 in GO_assembly-3
2024-11-10 12:00:56,031 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in GO_assembly-3
2024-11-10 12:00:56,031 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from joint4_v2-1
2024-11-10 12:00:56,031 INFO  ExportHelperExtension.cs: 1136 - Found 36 in joint4_v2-1
2024-11-10 12:00:56,032 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in joint4_v2-1
2024-11-10 12:00:56,032 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from CyberGearmotor-2
2024-11-10 12:00:56,032 INFO  ExportHelperExtension.cs: 1136 - Found 27 in CyberGearmotor-2
2024-11-10 12:00:56,032 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in CyberGearmotor-2
2024-11-10 12:00:56,033 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 舵机架-1
2024-11-10 12:00:56,033 INFO  ExportHelperExtension.cs: 1136 - Found 33 in 舵机架-1
2024-11-10 12:00:56,033 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 舵机架-1
2024-11-10 12:00:56,034 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from servo_assembly-1
2024-11-10 12:00:56,034 INFO  ExportHelperExtension.cs: 1136 - Found 30 in servo_assembly-1
2024-11-10 12:00:56,034 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in servo_assembly-1
2024-11-10 12:00:56,034 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from joint5_v2-1
